,open,high,low,close,volume,symbol
2026-02-06,331.78,335.125,327.1,331.58,7798819.0,V
2026-02-09,330.76,332.82,323.62,325.58,8513414.0,V
2026-02-10,324.71,329.88,324.55,328.17,5801843.0,V
2026-02-11,326.92,331.038,326.42,329.24,8264294.0,V
2026-02-12,328.89,332.24,324.0,324.18,9392613.0,V
2026-02-13,323.83,326.475,312.82,314.08,11653917.0,V
2026-02-17,314.41,321.38,314.41,319.5,8591680.0,V
2026-02-18,319.5,322.28,316.72,320.3,7092280.0,V
2026-02-19,317.49,320.2,315.73,318.93,5967559.0,V
2026-02-20,318.11,322.35,317.82,320.95,6831437.0,V
2026-02-23,319.04,320.515,304.705,306.52,13047966.0,V
2026-02-24,305.5,309.265,303.08,307.22,9120236.0,V
2026-02-25,308.55,313.94,308.25,312.99,7624212.0,V
2026-02-26,314.48,319.42,313.94,316.7,8725506.0,V
2026-02-27,314.46,320.23,311.95,320.14,12412885.0,V
2026-03-02,315.5,322.6,314.595,320.51,6674915.0,V
2026-03-03,315.805,322.04,314.35,320.83,5474282.0,V
2026-03-04,321.44,325.77,319.8,320.47,5257934.0,V
2026-03-05,319.33,322.8,314.77,319.8,8276075.0,V
2026-03-06,316.045,317.69,312.3,317.36,6439709.0,V
2026-03-09,313.46,316.4,310.15,315.97,8381514.0,V
2026-03-10,315.43,317.13,311.45,314.43,5271347.0,V
2026-03-11,313.25,315.08,308.39,308.96,6385139.0,V
2026-03-12,308.14,310.95,306.019,306.5,7514907.0,V
2026-03-13,307.59,310.35,306.4201,307.14,4814144.0,V
2026-03-16,307.85,311.13,307.38,310.11,6401225.0,V
2026-03-17,311.32,312.69,307.38,308.46,6872151.0,V
2026-03-18,307.41,307.935,298.5,299.02,7191684.0,V
2026-03-19,298.04,302.465,297.0322,299.71,6826379.0,V
2026-03-20,299.85,302.92,299.0101,301.62,14398132.0,V
2026-03-23,305.2,307.85,302.85,304.44,7824542.0,V
2026-03-24,302.0,306.035,300.62,303.76,5375944.0,V
2026-03-25,305.48,308.49,302.17,304.91,6280873.0,V
