,open,high,low,close,volume,symbol
2025-10-30,291.59,291.59,280.06,281.48,74875990.0,GOOGL
2025-10-31,283.21,286.0,277.03,281.19,39267945.0,GOOGL
2025-11-03,282.175,285.53,279.8,283.72,29785996.0,GOOGL
2025-11-04,276.75,281.27,276.26,277.54,30078369.0,GOOGL
2025-11-05,278.87,286.415,277.34,284.31,30283252.0,GOOGL
2025-11-06,285.33,288.35,281.14,284.75,37173648.0,GOOGL
2025-11-07,283.205,283.78,275.19,278.83,34479588.0,GOOGL
2025-11-10,284.42,290.8,282.855,290.1,29557309.0,GOOGL
2025-11-11,287.745,291.915,287.32,291.31,19842136.0,GOOGL
2025-11-12,291.675,292.005,283.69,286.71,24829923.0,GOOGL
2025-11-13,282.34,282.84,277.24,278.57,29494040.0,GOOGL
2025-11-14,271.405,278.56,270.7,276.41,31647227.0,GOOGL
2025-11-17,285.775,293.95,283.57,285.02,52670192.0,GOOGL
2025-11-18,287.915,288.8,278.2,284.28,49158743.0,GOOGL
2025-11-19,287.16,303.81,286.63,292.81,68198944.0,GOOGL
2025-11-20,304.54,306.42,288.67,289.45,62025218.0,GOOGL
2025-11-21,296.415,303.92,293.845,299.66,74137697.0,GOOGL
2025-11-24,311.13,319.48,309.595,318.58,85165123.0,GOOGL
2025-11-25,326.21,328.83,317.65,323.44,88632074.0,GOOGL
2025-11-26,320.68,324.5,316.79,319.95,51373361.0,GOOGL
2025-11-28,323.365,326.85,316.79,320.18,26018568.0,GOOGL
2025-12-01,317.7,319.85,313.89,314.89,41182956.0,GOOGL
2025-12-02,316.74,318.38,313.91,315.81,35854744.0,GOOGL
2025-12-03,315.89,321.58,314.1,319.63,41838317.0,GOOGL
2025-12-04,322.225,322.36,314.7,317.62,31240924.0,GOOGL
2025-12-05,319.49,323.16,319.165,321.27,28851705.0,GOOGL
2025-12-08,320.05,320.44,311.2219,313.72,33403895.0,GOOGL
2025-12-09,312.37,317.99,311.895,317.08,30089731.0,GOOGL
2025-12-10,315.83,321.31,314.68,320.21,33428923.0,GOOGL
2025-12-11,320.08,321.12,308.6,312.43,42353697.0,GOOGL
2025-12-12,313.7,314.87,305.56,309.29,35940170.0,GOOGL
2025-12-15,311.315,311.42,304.88,308.22,29151889.0,GOOGL
2025-12-16,304.945,310.77,302.59,306.57,30585020.0,GOOGL
2025-12-17,308.01,308.09,296.12,296.72,43930358.0,GOOGL
2025-12-18,301.72,303.96,299.2308,302.46,33518048.0,GOOGL
2025-12-19,301.73,307.25,300.97,307.16,59943239.0,GOOGL
2025-12-22,309.875,310.13,305.3,309.78,26429937.0,GOOGL
2025-12-23,309.625,314.94,309.32,314.35,25478670.0,GOOGL
2025-12-24,314.77,315.08,311.92,314.09,10097361.0,GOOGL
2025-12-26,314.48,315.085,312.275,313.51,10899017.0,GOOGL
2025-12-29,311.365,314.02,310.62,313.56,19621777.0,GOOGL
2025-12-30,312.5,316.95,312.46,313.85,17380888.0,GOOGL
2025-12-31,312.845,314.58,311.44,313.0,16377689.0,GOOGL
2026-01-02,316.9,322.5,310.33,315.15,32009385.0,GOOGL
2026-01-05,317.655,319.015,314.63,316.54,30195597.0,GOOGL
2026-01-06,316.4,320.94,311.78,314.34,31212101.0,GOOGL
2026-01-07,314.36,326.15,314.19,321.98,35104425.0,GOOGL
2026-01-08,328.965,330.3196,321.5,325.44,31896101.0,GOOGL
2026-01-09,327.09,330.83,325.8,328.57,26214166.0,GOOGL
2026-01-12,325.8,334.04,325.0,331.86,33923928.0,GOOGL
2026-01-13,334.95,340.49,333.62,335.97,33517607.0,GOOGL
2026-01-14,335.06,336.52,330.48,335.84,28525571.0,GOOGL
2026-01-15,337.65,337.69,330.74,332.78,28442406.0,GOOGL
2026-01-16,334.41,334.65,327.7,330.0,40341637.0,GOOGL
2026-01-20,320.87,327.73,320.43,322.0,34808916.0,GOOGL
2026-01-21,320.92,332.4799,319.3518,328.38,35386603.0,GOOGL
2026-01-22,334.45,335.15,328.75,330.54,26253640.0,GOOGL
2026-01-23,332.485,333.6889,327.45,327.93,27279974.0,GOOGL
2026-01-26,327.805,335.84,327.0,333.26,26042120.0,GOOGL
2026-01-27,335.365,337.91,333.48,334.55,19722250.0,GOOGL
2026-01-28,336.06,337.535,331.94,336.01,27434434.0,GOOGL
2026-01-29,340.3,342.29,326.54,338.25,39785612.0,GOOGL
2026-01-30,340.0,340.0,332.285,338.0,31023954.0,GOOGL
2026-02-02,336.22,344.83,335.63,343.69,32006052.0,GOOGL
2026-02-03,347.34,349.0,337.4745,339.71,35930599.0,GOOGL
2026-02-04,342.96,343.31,328.52,333.04,70618398.0,GOOGL
2026-02-05,312.22,332.69,306.46,331.25,88205849.0,GOOGL
2026-02-06,327.18,330.38,319.92,322.86,56380484.0,GOOGL
2026-02-09,320.93,327.7,317.26,324.32,39640055.0,GOOGL
2026-02-10,320.97,321.67,314.61,318.58,39170012.0,GOOGL
2026-02-11,318.97,321.06,309.66,310.96,45406405.0,GOOGL
2026-02-12,312.09,316.24,307.2,309.0,47761288.0,GOOGL
2026-02-13,307.725,308.63,303.71,305.72,38499701.0,GOOGL
2026-02-17,300.04,304.435,296.25,302.02,39247556.0,GOOGL
2026-02-18,302.09,305.38,301.25,303.33,28482075.0,GOOGL
2026-02-19,301.82,305.47,300.04,302.85,25834395.0,GOOGL
2026-02-20,304.32,316.5,303.9,314.98,53210820.0,GOOGL
2026-02-23,319.045,319.515,309.865,311.49,31422974.0,GOOGL
2026-02-24,310.515,312.27,305.93,310.9,25615646.0,GOOGL
2026-02-25,312.06,313.64,309.44,312.9,29963621.0,GOOGL
2026-02-26,312.64,313.14,302.345,307.38,36431231.0,GOOGL
2026-02-27,304.135,312.37,303.8,311.76,44640640.0,GOOGL
2026-03-02,303.225,308.49,301.3,306.52,34790203.0,GOOGL
2026-03-03,298.59,303.94,296.71,303.58,35496961.0,GOOGL
2026-03-04,302.89,305.47,300.75,303.13,29536190.0,GOOGL
2026-03-05,303.035,303.3,297.99,300.88,35752321.0,GOOGL
2026-03-06,296.09,300.53,295.18,298.52,25576916.0,GOOGL
2026-03-09,294.36,306.8,294.08,306.36,29312149.0,GOOGL
2026-03-10,306.17,309.51,305.5704,307.04,23239684.0,GOOGL
2026-03-11,306.75,311.42,305.92,308.7,24125714.0,GOOGL
2026-03-12,306.82,308.94,301.03,303.55,24928347.0,GOOGL
2026-03-13,307.01,307.69,300.44,302.28,23693092.0,GOOGL
2026-03-16,304.35,306.4886,303.0201,305.56,23519709.0,GOOGL
2026-03-17,305.86,311.42,305.5,310.92,21955171.0,GOOGL
2026-03-18,309.27,312.47,306.932,307.69,20009815.0,GOOGL
2026-03-19,304.005,308.06,302.35,307.13,25075831.0,GOOGL
2026-03-20,305.46,306.0,298.27,301.0,44364079.0,GOOGL
2026-03-23,302.11,305.98,300.93,302.06,29326946.0,GOOGL
2026-03-24,299.2,299.92,290.33,290.44,36864278.0,GOOGL
2026-03-25,293.44,296.0,289.24,290.93,29460669.0,GOOGL
