,open,high,low,close,volume,symbol
2026-08-07,221.54,224.76,220.66,223.96,105669440.0,NVDA
2026-08-10,223.4,224.1379,216.77,217.55,115846596.0,NVDA
2026-08-11,222.17,222.2,216.2,217.5,101273148.0,NVDA
2026-08-12,221.04,225.1,220.2,224.09,108783636.0,NVDA
2026-08-13,225.055,227.23,223.71,225.3,98867226.0,NVDA
2026-08-14,226.765,227.49,224.5,225.16,75680870.0,NVDA
2026-08-17,225.98,227.92,224.86,225.01,93678685.0,NVDA
2026-08-18,220.45,221.64,218.6902,219.74,103128247.0,NVDA
2026-08-19,221.67,222.87,216.76,217.56,96797314.0,NVDA
2026-08-20,218.36,219.86,215.66,216.85,92457037.0,NVDA
2026-08-21,218.42,218.74,214.5,214.72,98869300.0,NVDA
2026-08-24,215.53,215.59,207.25,208.48,135187288.0,NVDA
2026-08-25,211.025,214.73,210.11,213.05,122309019.0,NVDA
2026-08-26,212.64,213.6,209.23,209.66,179900003.0,NVDA
2026-08-27,222.86,230.47,220.9,227.98,298909822.0,NVDA
2026-08-28,227.36,229.26,216.81,217.55,195116417.0,NVDA
2026-08-31,218.87,221.3,216.21,220.78,124702660.0,NVDA
2026-09-01,216.75,220.41,215.1,217.44,109756184.0,NVDA
2026-09-02,218.785,227.95,218.48,224.41,157104683.0,NVDA
2026-09-03,226.02,230.4,224.75,228.45,134681610.0,NVDA
2026-09-04,231.09,234.76,229.63,230.36,135352420.0,NVDA
